sayfa_sayisi,satis_sayisi,fiyati,indirim_yuzdesi,puan,kazanc,yorum_sayisi,toplam_gun
255,51,21.9,27.0,36,8.1,0.0,2563
16,40,4.8,40.0,10,3.2,1.0,4223
128,24,12.1,45.0,20,9.9,2.0,1370
70,16,16.25,35.0,24,8.75,1.0,670
48,17,4.55,35.0,10,2.45,0.0,880
8,47,5.95,41.0,14,4.05,0.0,2563
32,47,12.02,35.0,20,6.48,0.0,554
112,63,7.15,35.0,12,3.85,0.0,903
144,50,11.0,31.0,20,5.0,0.0,1328
1600,146,105.6,34.0,178,54.4,3.0,1457
192,194,9.75,35.0,18,5.25,6.0,5850
120,81,8.34,31.0,12,3.66,3.0,1353
15,26,5.44,22.0,6,1.56,0.0,2562
32,35,19.2,20.0,36,4.8,2.0,2518
80,51,12.0,25.0,20,4.0,3.0,7004
128,92,13.75,31.0,20,6.25,1.0,1435
40,22,19.38,23.0,26,5.63,1.0,1212
40,16,8.97,23.0,18,2.6,1.0,1212
32,58,2.03,38.0,4,1.22,1.0,5266
32,75,2.03,38.0,4,1.22,0.0,5266
40,39,12.03,31.0,24,5.47,3.0,1339
34,98,12.02,35.0,18,6.48,4.0,920
32,48,8.1,33.0,14,3.9,1.0,1772
20,22,12.5,38.0,26,7.5,1.0,1093
42,38,22.5,25.0,10,7.5,2.0,1772
16,33,6.19,31.0,8,2.81,0.0,1182
16,54,6.0,40.0,14,4.0,1.0,1057
96,28,9.75,25.0,18,3.25,3.0,1399
28,41,16.8,20.0,26,4.2,0.0,1200
112,51,12.97,37.0,28,7.53,0.0,1215
168,54,8.43,35.0,16,4.54,5.0,1215
32,22,10.24,31.0,18,4.66,0.0,2450
64,97,12.8,20.0,26,3.2,2.0,2897
192,130,6.5,35.0,12,3.5,5.0,2424
56,65,10.31,31.0,18,4.69,2.0,2907
144,37,45.5,35.0,48,24.5,0.0,2428
384,48,71.5,35.0,68,38.5,1.0,2428
16,25,2.6,35.0,6,1.4,1.0,1124
72,15,6.95,31.0,12,3.05,1.0,714
192,69,18.0,35.0,34,9.69,2.0,2614
136,57,9.75,19.0,16,2.25,0.0,2018
80,20,7.8,35.0,10,4.2,0.0,787
152,114,6.5,35.0,10,3.5,0.0,3659
96,50,24.29,28.0,54,9.21,1.0,1361
160,30,21.0,40.0,38,14.0,0.0,940
88,40,9.3,23.0,12,2.7,0.0,1211
16,32,24.06,31.0,44,10.94,0.0,2961
16,105,3.16,37.0,4,1.84,0.0,3101
16,103,3.16,37.0,4,1.84,1.0,3101
100,30,27.82,30.0,42,12.08,0.0,2187
80,23,10.4,35.0,20,5.6,0.0,834
24,41,6.85,24.0,12,2.15,2.0,4205
96,182,6.96,37.0,10,4.04,3.0,2558
16,59,4.13,31.0,8,1.88,0.0,3100
128,68,6.88,31.0,10,3.13,0.0,5439
24,34,20.63,31.0,38,9.38,0.0,1977
43,127,13.3,30.0,24,5.7,3.0,4283
12,86,18.32,20.0,30,4.58,9.0,1219
48,45,17.94,23.0,38,5.21,1.0,834
8,19,2.85,29.0,6,1.15,0.0,1304
16,14,12.04,35.0,24,6.48,0.0,3293
24,54,8.53,23.0,14,2.48,1.0,1197
127,215,8.25,31.0,18,3.75,4.0,4744
96,26,12.56,16.0,24,2.44,0.0,1150
80,42,12.04,35.0,24,6.48,2.0,2880
24,30,14.0,50.0,24,14.0,0.0,1757
112,25,12.04,35.0,24,6.48,0.0,2407
96,52,20.8,35.0,42,11.2,0.0,1587
32,105,11.53,28.0,26,4.37,5.0,1102
192,23,15.05,35.0,30,8.1,1.0,1275
88,64,8.17,26.0,16,2.83,3.0,4004
160,17,9.24,34.0,18,4.76,2.0,1336
64,28,6.25,22.0,12,1.75,1.0,1748
23,37,7.43,26.0,14,2.58,1.0,1142
23,82,7.43,26.0,14,2.58,0.0,1142
20,33,7.2,20.0,14,1.8,0.0,3780
132,52,24.65,28.0,24,9.35,2.0,2876
16,67,6.0,40.0,12,4.0,3.0,1716
88,66,12.04,35.0,24,6.48,0.0,1708
88,111,2.75,50.0,8,2.75,2.0,5120
24,18,11.34,31.0,20,5.16,0.0,666
24,23,11.34,31.0,20,5.16,0.0,666
80,27,12.04,35.0,24,6.48,0.0,1708
32,27,19.52,29.0,32,7.98,1.0,615
104,33,6.62,35.0,14,3.56,1.0,1122
24,67,16.0,20.0,26,4.0,2.0,1715
92,79,10.08,28.0,20,3.92,0.0,2877
11,54,13.75,31.0,20,6.25,1.0,3949
64,11,6.5,35.0,14,3.5,0.0,675
96,35,11.0,31.0,24,5.0,0.0,1676
296,60,14.3,35.0,24,7.7,3.0,1354
32,63,7.5,25.0,14,2.5,0.0,1229
16,13,4.45,11.0,6,0.55,1.0,652
128,22,8.38,30.0,16,3.66,1.0,1122
136,16,12.19,30.0,16,5.31,1.0,1122
20,17,10.24,31.0,24,4.66,1.0,859
40,20,13.05,28.0,26,4.95,0.0,1668
64,17,4.88,35.0,10,2.63,0.0,2305
120,17,5.87,34.0,10,3.03,0.0,262
64,33,11.61,27.0,14,4.29,2.0,1057
24,11,5.06,37.0,10,2.94,0.0,114
190,11,2.9,59.0,10,4.1,0.0,304
96,10,6.95,31.0,14,3.05,0.0,311
64,10,9.75,35.0,20,5.25,0.0,296
16,10,4.87,17.0,6,1.03,0.0,287
40,10,9.68,35.0,20,5.22,0.0,32
480,9,27.68,33.0,56,13.33,0.0,156
16,10,12.0,40.0,26,8.0,0.0,367
264,10,16.25,35.0,30,8.75,0.0,407
80,10,11.25,25.0,22,3.75,0.0,381
128,14,9.75,35.0,20,5.25,0.0,379
60,17,10.5,25.0,22,3.5,0.0,373
256,10,18.0,25.0,36,6.0,0.0,575
24,10,11.17,25.0,14,3.73,0.0,519
140,16,17.25,25.0,34,5.75,1.0,459
24,8,3.65,9.0,6,0.35,0.0,476
36,10,11.05,35.0,22,5.95,1.0,35
24,10,11.25,25.0,22,3.75,0.0,317
88,9,12.38,31.0,22,5.63,1.0,96
392,10,96.0,31.0,182,44.0,0.0,670
144,10,17.19,31.0,50,7.81,0.0,697
64,16,6.95,31.0,20,3.05,0.0,735
32,20,16.88,44.0,34,13.13,0.0,630
32,19,16.88,44.0,34,13.13,0.0,630
64,48,6.4,29.0,12,2.6,1.0,643
488,27,41.4,40.0,90,27.6,0.0,601
16,12,9.87,34.0,26,5.03,0.0,602
200,9,17.19,31.0,34,7.81,0.0,443
48,10,18.9,37.0,38,11.1,0.0,472
24,10,8.25,31.0,16,3.75,0.0,469
16,12,20.0,20.0,20,5.0,0.0,528
16,12,20.0,20.0,20,5.0,1.0,528
24,10,5.43,31.0,10,2.47,0.0,190
24,10,5.43,31.0,10,2.47,0.0,190
24,14,9.0,25.0,18,3.0,0.0,598
32,17,11.25,25.0,22,3.75,0.0,590
24,10,3.65,9.0,4,0.35,0.0,576
208,10,13.75,31.0,28,6.25,0.0,728
128,10,5.45,39.0,10,3.45,0.0,262
16,10,8.25,31.0,14,3.75,0.0,353
32,10,6.95,31.0,14,3.05,0.0,468
16,10,6.95,31.0,14,3.05,0.0,455
24,10,5.5,45.0,14,4.5,0.0,222
24,10,7.48,21.0,14,2.02,0.0,61
24,10,8.4,30.0,16,3.6,2.0,483
48,10,27.13,23.0,54,7.88,0.0,296
340,10,23.38,31.0,30,10.63,0.0,451
24,10,5.85,27.0,22,2.15,0.0,607
16,11,7.13,29.0,14,2.88,0.0,93
48,9,12.19,19.0,24,2.81,0.0,279
112,12,8.25,31.0,16,3.75,0.0,367
24,10,11.25,25.0,22,3.75,0.0,727
24,10,11.17,25.0,22,3.73,0.0,342
32,10,5.5,45.0,14,4.5,0.0,222
36,10,15.18,37.0,30,8.82,0.0,174
68,10,26.13,31.0,76,11.88,0.0,733
48,10,8.1,46.0,18,6.9,0.0,255
128,10,18.0,50.0,42,18.0,0.0,306
16,12,3.95,21.0,6,1.05,0.0,156
24,10,9.45,37.0,18,5.55,0.0,335
36,9,10.4,35.0,24,5.6,0.0,637
149,10,11.7,35.0,22,6.3,0.0,314
28,37,7.2,40.0,14,4.8,2.0,60
77,10,7.92,34.0,16,4.08,0.0,187
32,16,3.85,45.0,10,3.15,0.0,632
32,10,6.6,45.0,16,5.4,0.0,252
24,10,11.17,25.0,14,3.73,0.0,587
96,10,9.75,35.0,20,5.25,0.0,151
128,11,19.0,50.0,44,19.0,0.0,306
32,102,20.65,30.0,24,8.85,1.0,1827
24,17,15.2,20.0,28,3.8,0.0,601
64,10,9.0,25.0,18,3.0,0.0,67
32,11,5.5,45.0,14,4.5,0.0,222
64,10,18.13,28.0,36,6.88,0.0,59
24,40,14.0,50.0,24,14.0,0.0,1595
16,54,5.8,42.0,10,4.2,0.0,4755
32,128,4.88,35.0,8,2.63,2.0,2281
164,489,11.38,19.0,18,2.63,5.0,3986
221,88,18.75,25.0,34,6.25,2.0,2814
26,39,14.8,20.0,28,3.7,1.0,1050
14,9,4.55,35.0,8,2.45,0.0,607
112,235,6.25,38.0,12,3.75,2.0,3955
48,29,13.28,37.0,20,7.72,1.0,1550
32,15,7.19,22.0,14,2.07,0.0,1764
72,48,26.46,28.0,52,10.04,2.0,1672
16,55,8.17,26.0,12,2.83,1.0,3730
185,115,19.5,19.0,36,4.5,8.0,6407
112,149,6.75,25.0,14,2.25,0.0,1681
64,21,8.25,31.0,12,3.75,0.0,1562
12,39,10.31,31.0,22,4.69,0.0,2234
8,37,18.2,35.0,30,9.8,0.0,3522
15,79,4.8,20.0,6,1.2,0.0,5485
15,124,4.8,20.0,6,1.2,1.0,5485
15,69,4.23,30.0,4,1.77,2.0,5120
63,50,4.45,26.0,10,1.55,0.0,5120
32,94,3.25,35.0,2,1.75,1.0,997
248,74,14.11,26.0,28,4.89,0.0,3478
48,87,9.75,25.0,14,3.25,1.0,6946
12,61,13.75,31.0,20,6.25,0.0,2928
12,26,9.75,35.0,14,5.25,1.0,1503
56,120,9.75,35.0,16,5.25,1.0,995
32,48,11.7,35.0,24,6.3,1.0,1503
16,55,5.25,25.0,8,1.75,0.0,2861
64,291,6.0,25.0,10,2.0,4.0,1934
20,138,4.46,31.0,12,2.03,2.0,2044
32,85,13.92,37.0,22,8.09,0.0,1922
96,14,6.5,35.0,14,3.5,0.0,1437
96,16,6.18,35.0,14,3.33,0.0,1452
96,36,15.05,35.0,30,8.1,0.0,1448
32,18,4.46,31.0,10,2.03,0.0,1466
24,22,13.95,23.0,18,4.05,0.0,944
100,76,5.93,26.0,8,2.07,3.0,2173
160,75,8.25,25.0,16,2.75,2.0,3905
168,75,9.1,35.0,14,4.9,2.0,855
96,26,9.75,35.0,14,5.25,0.0,3346
80,28,9.63,31.0,12,4.38,2.0,967
16,79,1.79,35.0,2,0.96,1.0,734
192,36,18.2,35.0,36,9.8,0.0,1159
32,26,20.63,31.0,26,9.38,0.0,1471
2,11,29.45,23.0,48,8.55,0.0,897
280,84,13.7,28.0,26,5.2,1.0,5820
56,31,6.5,35.0,10,3.5,1.0,2092
92,123,10.5,25.0,20,3.5,2.0,4533
176,104,15.0,40.0,22,10.0,3.0,1415
23,56,7.03,22.0,14,1.97,0.0,1423
40,37,14.44,31.0,26,6.56,1.0,1410
48,249,8.78,27.0,14,3.22,0.0,1768
120,197,8.84,32.0,18,4.16,3.0,1860
64,114,11.0,31.0,26,5.0,2.0,1375
16,40,6.88,31.0,6,3.13,0.0,1434
72,143,11.69,31.0,28,5.31,1.0,2196
16,87,6.88,31.0,6,3.13,1.0,1434
12,36,18.85,35.0,38,10.15,1.0,1381
68,27,22.75,35.0,48,12.25,0.0,2161
56,28,3.95,21.0,8,1.05,0.0,1097
56,24,6.5,35.0,10,3.5,0.0,2110
175,62,5.27,42.0,10,3.74,1.0,1191
16,45,4.05,33.0,8,1.95,1.0,2928
91,75,4.73,33.0,10,2.28,4.0,4755
16,74,4.73,33.0,8,2.28,3.0,3659
110,29,5.95,21.0,6,1.55,0.0,2168
80,59,6.0,40.0,8,4.0,0.0,1486
128,77,10.31,31.0,10,4.69,1.0,3531
104,39,10.1,28.0,16,3.9,0.0,4755
240,39,16.57,35.0,28,8.93,2.0,1479
8,12,15.68,29.0,20,6.33,0.0,1826
14,33,6.49,34.0,14,3.41,1.0,1479
32,33,3.01,35.0,8,1.62,0.0,1393
163,154,12.48,22.0,24,3.52,4.0,1465
208,88,13.74,35.0,20,7.26,0.0,2162
64,51,6.0,40.0,8,4.0,0.0,1483
316,35,17.19,31.0,30,7.81,0.0,968
32,22,11.7,35.0,24,6.3,2.0,1416
166,346,6.5,35.0,12,3.5,4.0,1276
32,55,12.8,20.0,22,3.2,0.0,2081
96,28,32.29,23.0,68,9.38,0.0,792
16,28,4.9,30.0,8,2.1,0.0,1410
12,34,5.16,31.0,8,2.34,0.0,3282
136,70,15.91,31.0,30,7.23,1.0,2068
24,22,8.44,44.0,16,6.56,0.0,799
128,17,5.68,37.0,10,3.32,0.0,1188
96,61,12.83,33.0,24,6.18,0.0,4272
112,48,13.53,34.0,26,6.84,0.0,2129
112,50,13.24,35.0,26,7.13,0.0,2129
96,20,12.04,35.0,24,6.48,0.0,1898
56,55,16.36,30.0,38,7.14,2.0,1263
48,16,4.55,35.0,10,2.45,0.0,880
30,35,24.3,33.0,44,11.7,3.0,4748
32,51,5.28,19.0,10,1.22,1.0,1248
48,16,4.55,35.0,10,2.45,0.0,880
48,15,4.55,35.0,10,2.45,0.0,880
96,126,5.2,35.0,10,2.8,1.0,5344
32,34,13.5,25.0,22,4.5,0.0,3164
192,57,9.75,35.0,22,5.25,1.0,4194
32,60,16.5,25.0,28,5.5,1.0,785
64,41,12.72,20.0,12,3.18,1.0,1945
8,32,5.95,41.0,8,4.05,0.0,2563
80,83,15.0,25.0,26,5.0,4.0,247
32,25,15.0,25.0,30,5.0,1.0,1326
88,40,8.94,31.0,20,4.06,0.0,1328
64,19,10.31,31.0,16,4.69,0.0,1335
48,64,13.54,29.0,16,5.46,0.0,1941
152,309,12.38,31.0,8,5.63,4.0,5504
144,83,15.23,28.0,32,5.78,0.0,1322
32,32,10.8,28.0,24,4.1,0.0,1247
32,78,2.03,38.0,6,1.22,1.0,5266
32,38,2.19,38.0,6,1.31,0.0,5266
120,16,17.19,38.0,26,10.31,0.0,972
20,13,12.5,38.0,28,7.5,0.0,556
20,14,12.5,38.0,26,7.5,0.0,1093
36,121,12.02,35.0,18,6.48,1.0,1426
32,36,8.34,28.0,18,3.16,1.0,1338
168,50,13.65,35.0,20,7.35,0.0,2716
112,19,8.43,35.0,16,4.54,2.0,1170
108,76,10.05,23.0,20,2.92,3.0,1540
64,24,6.5,35.0,10,3.5,1.0,1801
14,87,4.29,22.0,4,1.21,2.0,1801
248,60,34.38,38.0,56,20.63,1.0,4103
32,18,10.76,23.0,22,3.13,0.0,1333
120,39,7.5,38.0,16,4.5,0.0,1235
48,52,16.28,23.0,24,4.73,0.0,1944
40,30,29.0,28.0,34,11.0,0.0,779
48,173,13.41,31.0,24,6.09,0.0,605
94,100,6.08,33.0,12,2.93,2.0,2479
136,67,8.25,25.0,16,2.75,2.0,7175
24,342,6.48,19.0,10,1.52,10.0,815
20,30,10.31,31.0,22,4.69,1.0,2602
32,31,10.31,31.0,22,4.69,0.0,2602
28,47,12.19,19.0,18,2.81,0.0,1204
176,42,13.24,35.0,26,7.13,2.0,1821
120,71,12.38,31.0,18,5.63,0.0,1620
24,38,9.63,31.0,12,4.38,0.0,1651
24,29,9.63,31.0,18,4.38,0.0,1651
16,90,3.16,37.0,4,1.84,0.0,3101
16,100,3.16,37.0,4,1.84,2.0,3101
128,24,17.94,23.0,38,5.21,0.0,1205
95,174,18.75,25.0,34,6.25,0.0,5597
160,55,6.0,25.0,10,2.0,0.0,4343
82,43,10.31,31.0,18,4.69,0.0,4744
200,36,9.63,35.0,20,5.19,0.0,966
168,34,33.38,25.0,62,11.13,1.0,814
16,25,4.73,33.0,10,2.28,0.0,1431
16,13,12.04,35.0,22,6.48,0.0,3293
16,15,12.04,35.0,24,6.48,0.0,3293
264,22,11.84,23.0,24,3.44,1.0,1149
16,22,5.9,34.0,14,3.1,1.0,1587
128,35,8.25,31.0,14,3.75,1.0,1214
31,24,5.19,26.0,8,1.81,0.0,1831
31,246,7.15,35.0,10,3.85,6.0,2113
32,18,4.75,50.0,14,4.75,0.0,1147
24,28,16.66,23.0,28,4.84,1.0,692
32,174,18.14,35.0,32,9.77,8.0,1617
40,29,6.88,31.0,12,3.13,1.0,1336
40,32,11.9,30.0,24,5.1,0.0,4017
20,30,7.2,20.0,14,1.8,0.0,3780
40,110,7.22,35.0,14,3.89,2.0,2498
320,8,27.79,29.0,56,11.21,0.0,584
16,54,6.0,40.0,14,4.0,3.0,1716
16,25,11.73,16.0,18,2.28,0.0,1071
192,33,9.1,35.0,20,4.9,3.0,982
84,48,9.0,25.0,18,3.0,0.0,980
32,71,18.56,31.0,32,8.44,0.0,1244
28,42,7.82,35.0,16,4.21,3.0,982
24,53,6.3,31.0,12,2.86,3.0,1693
32,71,10.8,28.0,22,4.1,0.0,1632
168,45,18.52,20.0,38,4.63,0.0,1659
48,35,17.81,29.0,28,7.19,0.0,401
36,118,24.29,19.0,26,5.61,1.0,1554
92,106,10.5,25.0,20,3.5,2.0,3935
64,18,4.88,35.0,10,2.63,0.0,2305
3,10,3.44,31.0,4,1.56,0.0,295
64,10,16.28,23.0,32,4.73,0.0,183
800,10,61.88,31.0,108,28.13,0.0,170
24,9,11.17,25.0,22,3.73,0.0,404
16,9,1.88,38.0,4,1.13,1.0,36
72,29,8.45,35.0,16,4.55,0.0,349
110,9,12.03,31.0,24,5.47,0.0,267
16,10,7.13,29.0,14,2.88,0.0,93
32,9,10.24,31.0,20,4.66,0.0,154
252,9,10.98,27.0,22,4.02,0.0,122
48,9,9.45,37.0,18,5.55,0.0,255
128,10,9.75,35.0,20,5.25,0.0,404
48,9,14.0,30.0,28,6.0,0.0,416
296,9,21.31,31.0,36,9.69,0.0,385
144,9,12.38,31.0,24,5.63,0.0,378
52,16,15.33,19.0,22,3.67,1.0,566
48,9,11.0,31.0,22,5.0,0.0,477
36,9,11.05,35.0,22,5.95,0.0,35
112,9,11.63,23.0,24,3.38,0.0,316
24,9,15.5,23.0,26,4.5,0.0,310
32,8,15.5,23.0,32,4.5,0.0,310
26,13,13.75,31.0,28,6.25,0.0,730
32,8,9.63,31.0,20,4.38,0.0,697
80,15,14.4,20.0,28,3.6,0.0,465
24,9,8.94,31.0,18,4.06,0.0,697
40,13,6.58,34.0,10,3.43,0.0,633
64,13,6.95,31.0,20,3.05,0.0,735
24,14,15.5,23.0,18,4.5,0.0,460
48,10,18.9,37.0,38,11.1,0.0,472
48,9,17.46,42.0,38,12.54,0.0,472
20,9,9.28,26.0,18,3.22,0.0,669
56,9,6.45,36.0,12,3.55,0.0,424
32,11,9.0,25.0,16,3.0,0.0,568
24,9,9.0,25.0,18,3.0,0.0,598
88,14,10.69,29.0,22,4.31,0.0,459
24,9,5.43,31.0,10,2.47,0.0,190
20,17,11.25,38.0,24,6.75,0.0,519
68,12,5.82,41.0,12,4.08,0.0,519
16,8,6.88,31.0,14,3.13,0.0,485
48,65,15.74,31.0,24,7.16,0.0,479
18,18,8.59,31.0,18,3.91,0.0,388
32,10,8.25,31.0,14,3.75,0.0,607
16,9,6.95,31.0,14,3.05,0.0,455
16,8,6.95,31.0,14,3.05,0.0,455
16,9,12.0,40.0,26,8.0,0.0,367
52,11,19.6,30.0,40,8.4,0.0,321
160,10,9.32,48.0,20,8.69,0.0,214
78,12,12.83,29.0,26,5.18,0.0,624
24,9,6.81,31.0,14,3.09,0.0,93
288,4,21.39,29.0,46,8.61,1.0,206
24,16,11.4,29.0,22,4.6,0.0,590
144,9,37.5,38.0,76,22.5,0.0,267
88,9,24.06,31.0,70,10.94,0.0,145
64,9,12.94,35.0,22,6.97,0.0,169
64,9,6.5,35.0,16,3.5,0.0,279
64,9,19.6,30.0,40,8.4,0.0,159
640,8,42.5,15.0,82,7.5,0.0,377
32,10,13.5,25.0,22,4.5,0.0,478
24,9,18.6,23.0,30,5.4,0.0,36
96,9,26.13,31.0,76,11.88,0.0,733
24,9,12.19,19.0,24,2.81,0.0,262
48,9,9.38,38.0,18,5.63,0.0,265
16,9,8.0,20.0,10,2.0,0.0,726
47,9,8.06,38.0,18,4.84,0.0,329
32,9,15.18,37.0,34,8.82,0.0,277
64,9,12.04,29.0,24,4.96,0.0,366
136,9,10.5,25.0,22,3.5,0.0,195
24,9,9.45,37.0,18,5.55,1.0,306
64,9,12.94,35.0,22,6.97,0.0,169
110,8,10.4,35.0,18,5.6,0.0,59
16,9,3.95,21.0,6,1.05,0.0,156
32,4,15.18,37.0,34,8.82,0.0,277
32,40,8.87,31.0,18,4.03,0.0,214
32,9,11.38,35.0,22,6.13,0.0,141
104,9,11.39,37.0,22,6.62,0.0,132
56,9,20.63,31.0,60,9.38,0.0,145
64,9,5.65,19.0,8,1.35,0.0,1833
24,9,11.17,25.0,14,3.73,0.0,459
52,7,21.75,25.0,36,7.25,0.0,66
76,10,15.5,23.0,26,4.5,0.0,296
16,9,16.5,25.0,34,5.5,0.0,164
48,9,11.05,35.0,22,5.95,0.0,273
112,42,8.22,37.0,14,4.78,0.0,981
80,73,6.88,31.0,14,3.13,0.0,3477
40,47,9.33,23.0,20,2.71,1.0,1552
16,71,4.8,20.0,6,1.2,1.0,2298
24,9,6.6,45.0,18,5.4,0.0,142
16,24,10.5,25.0,18,3.5,0.0,950
96,45,6.95,31.0,12,3.05,1.0,2276
72,86,9.49,37.0,14,5.51,0.0,1598
48,54,9.0,40.0,14,6.0,4.0,1595
184,57,11.0,31.0,22,5.0,0.0,1590
32,197,10.8,28.0,24,4.1,2.0,1826
20,40,8.78,35.0,16,4.73,0.0,3294
64,29,14.86,28.0,32,5.64,2.0,2267
14,9,4.55,35.0,8,2.45,0.0,607
32,9,9.75,35.0,18,5.25,0.0,206
24,8,6.95,31.0,14,3.05,0.0,310
176,9,7.59,37.0,16,4.41,0.0,142
103,9,9.1,35.0,18,4.9,0.0,448
24,9,14.26,29.0,28,5.74,0.0,59
104,9,27.09,11.0,54,3.41,0.0,29
24,9,8.86,37.0,18,5.15,0.0,182
48,9,20.25,25.0,40,6.75,0.0,333
208,14,12.35,35.0,24,6.65,0.0,90
48,13,6.81,31.0,12,3.09,0.0,288
48,13,5.99,40.0,12,3.91,0.0,288
48,13,6.81,31.0,12,3.09,0.0,288
143,11,9.31,38.0,20,5.59,0.0,276
24,31,14.25,25.0,20,4.75,0.0,766
24,95,3.16,37.0,6,1.84,0.0,2232
24,31,14.25,25.0,22,4.75,0.0,766
16,81,5.6,20.0,8,1.4,3.0,2712
112,37,6.35,21.0,10,1.65,0.0,4755
32,62,3.44,31.0,2,1.56,0.0,1547
64,16,5.61,29.0,14,2.26,0.0,5120
24,51,6.0,25.0,10,2.0,0.0,2794
112,228,6.25,38.0,12,3.75,3.0,3955
40,32,20.63,31.0,32,9.38,0.0,1072
326,65,11.84,23.0,22,3.44,1.0,3566
136,157,4.94,38.0,8,2.96,1.0,1014
104,35,9.1,35.0,16,4.9,0.0,1541
160,96,21.0,40.0,38,14.0,1.0,1040
70,64,5.4,40.0,10,3.6,0.0,4019
80,105,5.65,24.0,12,1.76,1.0,2781
64,40,4.21,35.0,8,2.27,1.0,1549
48,53,13.7,28.0,30,5.2,2.0,2242
12,75,13.75,31.0,20,6.25,0.0,2928
160,58,8.86,37.0,14,5.15,1.0,1536
24,31,4.46,31.0,10,2.03,2.0,793
160,216,13.06,31.0,32,5.94,9.0,3423
16,21,6.08,33.0,12,2.93,0.0,2198
160,64,5.65,19.0,8,1.35,0.0,2861
96,11,6.18,35.0,14,3.33,0.0,1441
64,26,2.75,50.0,8,2.75,0.0,1093
112,17,7.8,35.0,14,4.2,0.0,1437
64,85,11.25,25.0,22,3.75,1.0,997
96,59,6.18,35.0,14,3.33,0.0,1452
24,25,4.1,37.0,10,2.38,0.0,793
24,23,4.46,31.0,10,2.03,0.0,793
112,14,7.8,35.0,14,4.2,0.0,1437
48,69,5.5,31.0,6,2.5,1.0,1791
36,75,5.5,31.0,6,2.5,0.0,1791
34,29,13.05,28.0,20,4.95,0.0,3659
102,57,8.45,35.0,10,4.55,1.0,1479
104,35,16.5,31.0,20,7.5,0.0,1476
56,16,5.34,18.0,10,1.14,0.0,2046
128,92,17.6,20.0,32,4.4,4.0,4605
32,27,20.63,31.0,26,9.38,0.0,1471
24,18,9.46,37.0,18,5.54,1.0,8406
16,224,11.25,25.0,18,3.75,7.0,966
32,12,13.5,25.0,22,4.5,0.0,2670
320,48,9.63,35.0,20,5.18,0.0,905
32,16,13.75,31.0,18,6.25,0.0,700
64,9,25.12,23.0,52,7.29,0.0,1006
16,23,22.0,31.0,36,10.0,0.0,902
96,58,6.37,31.0,12,2.89,0.0,1065
23,83,7.03,22.0,14,1.97,3.0,1423
64,109,15.6,35.0,24,8.4,0.0,670
16,49,6.88,31.0,8,3.13,1.0,1434
64,25,10.8,33.0,22,5.2,0.0,1381
96,50,13.5,33.0,20,6.5,0.0,1609
32,13,8.1,33.0,14,3.9,0.0,2187
16,68,4.73,33.0,8,2.28,1.0,3659
16,57,4.73,33.0,10,2.28,3.0,3659
48,30,4.55,35.0,10,2.45,1.0,842
160,50,33.08,33.0,48,15.93,3.0,2563
224,30,13.06,31.0,22,5.94,1.0,1067
72,13,7.8,35.0,18,4.2,1.0,992
12,32,8.75,30.0,18,3.75,0.0,1822
128,72,10.31,31.0,10,4.69,0.0,3531
32,48,5.53,25.0,10,1.88,0.0,997
32,36,8.0,20.0,14,2.0,0.0,2073
128,134,57.78,22.0,112,16.3,2.0,476
88,62,12.25,28.0,26,4.65,1.0,2032
16,63,8.25,31.0,10,3.75,1.0,1245
24,18,18.85,35.0,34,10.15,0.0,1467
112,100,5.69,37.0,10,3.31,0.0,1097
184,25,13.7,32.0,24,6.3,0.0,976
12,24,5.16,31.0,8,2.34,0.0,3282
12,22,5.16,31.0,8,2.34,0.0,3282
40,17,23.13,38.0,38,13.88,0.0,1358
16,23,8.85,20.0,18,2.26,1.0,1358
32,31,12.92,23.0,26,3.75,0.0,1324
64,46,7.0,30.0,10,3.0,1.0,1402
112,11,4.88,35.0,4,2.63,1.0,3165
24,24,8.44,44.0,14,6.56,0.0,799
80,35,19.38,23.0,40,5.63,0.0,1824
240,26,21.07,35.0,40,11.34,1.0,1898
288,144,12.5,38.0,8,7.5,3.0,626
112,58,13.0,35.0,18,7.0,1.0,1442
160,82,20.0,20.0,38,5.0,1.0,3650
88,47,13.19,29.0,26,5.32,1.0,849
16,40,4.8,40.0,10,3.2,1.0,4223
160,153,9.03,35.0,18,4.86,0.0,966
18,14,9.45,33.0,14,4.55,0.0,2442
36,32,5.07,22.0,8,1.43,2.0,1248
200,18,10.31,31.0,26,4.69,1.0,1262
16,22,10.4,35.0,18,5.6,1.0,785
112,117,24.75,25.0,44,8.25,4.0,5841
14,27,9.4,20.0,18,2.35,0.0,2921
168,83,18.0,35.0,34,9.69,3.0,3130
64,33,5.5,50.0,8,5.5,2.0,3152
64,27,12.0,20.0,18,3.0,0.0,1321
64,16,12.0,20.0,18,3.0,0.0,1321
64,45,10.31,31.0,16,4.69,0.0,1321
244,15,16.2,30.0,38,6.95,0.0,1294
128,43,7.22,35.0,14,3.89,0.0,1250
222,100,22.5,25.0,34,7.5,0.0,572
32,20,10.8,28.0,24,4.1,0.0,1247
32,29,10.8,28.0,24,4.1,1.0,1247
32,51,2.03,38.0,4,1.22,0.0,5266
16,41,6.19,31.0,6,2.81,0.0,1182
160,31,35.75,35.0,68,19.25,0.0,880
64,18,13.2,34.0,22,6.8,0.0,1814
160,48,15.81,37.0,30,9.19,0.0,2940
160,67,17.84,21.0,34,4.66,2.0,1307
